Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,stat_inf_class,eigencentrality
FatikaMaulida,FatikaMaulida,0,1,1,1,1,1,0,131,276,0
Don69Know,Don69Know,0,1,1,1,1,1,0,131,276,0
mughisabiyilubis5698,mughisabiyilubis5698,0,1,1,1,1,1,0,131,276,0
MhmmdSyanusi,MhmmdSyanusi,0,2,2,1,1,1,0,131,276,0
anonim5800berkorban,anonim5800berkorban,1,0,1,0,0,0,0,131,276,0.002837
lethalova557klo,lethalova557klo,1,0,1,0,0,0,0,131,276,0.026719
RanggaPermadi-n8t,RanggaPermadi-n8t,0,1,1,1,1,1,0,131,276,0
rahmat-l7r,rahmat-l7r,0,2,2,1,1,1,0,131,276,0
ferryirwandikita,ferryirwandikita,1,0,1,0,0,0,0,131,276,0.002837
yayanKusdiana-g3j,yayanKusdiana-g3j,0,1,1,1,1,1,0,131,276,0
isnainiprazstya6810,isnainiprazstya6810,0,2,2,1,1,1,0,131,276,0
cccmproject274gendeng,cccmproject274gendeng,1,0,1,0,0,0,0,131,276,0.002837
XaXanbee,XaXanbee,0,1,1,1,1,1,0,131,276,0
dwiariyanto8124,dwiariyanto8124,0,1,1,1,1,1,0,131,276,0
Dayukasem,Dayukasem,0,2,2,3,0.529412,0.592593,0,131,276,0
skychyyy,skychyyy,0,2,2,1,1,1,0,131,276,0
sultankimjongun6230BUZZER,sultankimjongun6230BUZZER,1,0,1,0,0,0,0,131,276,0.002837
opinipublik8254,opinipublik8254,0,1,1,1,1,1,0,131,276,0
anonim5800kalo,anonim5800kalo,1,0,1,0,0,0,0,30,276,0.003875
MuhammadIbrahim-r2s,MuhammadIbrahim-r2s,0,3,3,1,1,1,0,293,276,0
deniwidjayatri2673,deniwidjayatri2673,0,1,1,1,1,1,0,131,276,0
masdataid,masdataid,0,1,1,1,1,1,0,131,276,0
opiidadiyanti334,opiidadiyanti334,0,2,2,1,1,1,0,131,276,0
feriyantobudinugroho7537,feriyantobudinugroho7537,0,2,2,1,1,1,0,131,276,0
Kunnlynerr_Hijrah,Kunnlynerr_Hijrah,0,1,1,1,1,1,0,131,276,0
vivisari1377,vivisari1377,0,4,4,3,0.529412,0.592593,0,38,276,0
NgototGaming00,NgototGaming00,0,2,2,3,0.529412,0.592593,0,131,276,0
bung,bung,1,0,1,0,0,0,0,75,276,0.002837
antonoktaviana6414,antonoktaviana6414,0,1,1,1,1,1,0,131,276,0
Twitter_Twitter,Twitter_Twitter,0,1,1,1,1,1,0,131,276,0
OppoMulia-mf3el,OppoMulia-mf3el,0,2,2,1,1,1,0,131,276,0
sultankimjongun6230fufufa,sultankimjongun6230fufufa,1,0,1,0,0,0,0,131,276,0.002837
pejuangrupiah7669,pejuangrupiah7669,0,1,1,1,1,1,0,131,276,0
KomodKomod-z4s,KomodKomod-z4s,0,2,2,1,1,1,0,131,276,0
sultankimjongun6230dungu,sultankimjongun6230dungu,1,0,1,0,0,0,0,131,276,0.002837
niiftywave,niiftywave,0,1,1,1,1,1,0,131,276,0
solehnakir8810alay,solehnakir8810alay,1,0,1,0,0,0,0,131,276,0.002837
MAS_BRO18,MAS_BRO18,0,1,1,1,1,1,0,131,276,0
RismaSriRahayu-f9f,RismaSriRahayu-f9f,0,1,1,1,1,1,0,131,276,0
nauraaisyah1802,nauraaisyah1802,1,1,2,1,1,1,0,131,276,0.005339
bagusrio8198,bagusrio8198,0,3,3,2,0.8,0.875,0,38,276,0
ridwanridwan2656bisa,ridwanridwan2656bisa,1,0,1,0,0,0,0,38,276,0.002837
habibtabina8163,habibtabina8163,0,1,1,1,1,1,0,131,276,0
alitadnyana1218,alitadnyana1218,0,1,1,1,1,1,0,131,276,0
sigityuniardi241,sigityuniardi241,0,1,1,1,1,1,0,131,276,0
Cyloss1965,Cyloss1965,0,1,1,1,1,1,0,131,276,0
JagadRamadhan-212,JagadRamadhan-212,0,2,2,1,1,1,0,226,276,0
khanzazen2376,khanzazen2376,0,2,2,1,1,1,0,131,276,0
sultankimjongun6230kamu,sultankimjongun6230kamu,1,0,1,0,0,0,0,131,276,0.002837
Caninarahko,Caninarahko,1,0,1,0,0,0,0,80,276,0.00414
sultankimjongun6230yah,sultankimjongun6230yah,1,0,1,0,0,0,0,80,276,0.00414
afifsiera177,afifsiera177,0,1,1,1,1,1,0,131,276,0
marwan.z9628,marwan.z9628,0,1,1,1,1,1,0,131,276,0
gamersdadakan2904,gamersdadakan2904,0,1,1,1,1,1,0,131,276,0
suzanaidaayu3333,suzanaidaayu3333,0,1,1,1,1,1,0,131,276,0
anisa.chan_99,anisa.chan_99,0,2,2,1,1,1,0,131,276,0
sultankimjongun6230mundur,sultankimjongun6230mundur,1,0,1,0,0,0,0,131,276,0.002837
ngajiyai158,ngajiyai158,0,1,1,1,1,1,0,131,276,0
sitizahrahchannel6649,sitizahrahchannel6649,0,1,1,1,1,1,0,131,276,0
AingYueRien,AingYueRien,0,1,1,1,1,1,0,131,276,0
palagan2025,palagan2025,0,1,1,1,1,1,0,131,276,0
taekdeh1866,taekdeh1866,0,1,1,1,1,1,0,131,276,0
mumumutabiin8689,mumumutabiin8689,1,2,3,1,1,1,0.000003,131,276,0.026719
sultankimjongun6230yang,sultankimjongun6230yang,1,0,1,0,0,0,0,131,276,0.008201
zafrangibran9453,zafrangibran9453,0,2,2,1,1,1,0,131,276,0
ferryirwandibang,ferryirwandibang,1,0,1,0,0,0,0,131,276,0.002837
gpusakaramaCHANNELid,gpusakaramaCHANNELid,0,2,2,1,1,1,0,110,276,0
gunggung546,gunggung546,0,2,2,1,1,1,0,64,276,0
safiruanmh,safiruanmh,0,1,1,1,1,1,0,131,276,0
zydnahubba6373,zydnahubba6373,0,2,2,3,0.529412,0.592593,0,131,276,0
lanangino9042,lanangino9042,0,1,1,1,1,1,0,131,276,0
thepay9150,thepay9150,0,1,1,1,1,1,0,131,276,0
AniAza-e6l,AniAza-e6l,0,1,1,1,1,1,0,131,276,0
chi4uu,chi4uu,0,1,1,1,1,1,0,131,276,0
fachrilsandi578,fachrilsandi578,0,1,1,1,1,1,0,131,276,0
NimadeWidya-dy6fk,NimadeWidya-dy6fk,0,1,1,1,1,1,0,131,276,0
DIASENREDS,DIASENREDS,1,1,2,0,0,0,0,132,120,0.004088
usaeverydayshorts,usaeverydayshorts,0,2,2,2,0.75,0.833333,0,133,161,0
SriWahyuni-wm6yp,SriWahyuni-wm6yp,1,0,1,0,0,0,0,133,161,0.002837
rianaaaa-j2v,rianaaaa-j2v,0,1,1,1,1,1,0,134,121,0
AniYatisukaesihOppoA3sopi,AniYatisukaesihOppoA3sopi,1,0,1,0,0,0,0,134,121,0.002837
ubaidillah7340,ubaidillah7340,0,1,1,1,1,1,0,150,276,0
adrianho1234,adrianho1234,6,0,6,0,0,0,0,150,276,0.018491
yudisatria7488,yudisatria7488,0,5,5,1,1,1,0,150,276,0
brainvoltz,brainvoltz,0,1,1,1,1,1,0,150,276,0
MaladofokKla,MaladofokKla,0,1,1,1,1,1,0,150,276,0
hamdan64x2,hamdan64x2,0,2,2,3,0.555556,0.666667,0,304,276,0
jojackid5005,jojackid5005,1,1,2,1,1,1,0,304,276,0.002837
brianaii,brianaii,0,1,1,1,1,1,0,135,122,0
e.s858,e.s858,1,0,1,0,0,0,0,135,122,0.002837
sripurwati9949,sripurwati9949,0,1,1,1,1,1,0,150,276,0
surya16yuk,surya16yuk,8,0,8,0,0,0,0,150,276,0.022697
kkkk-xk6lp,kkkk-xk6lp,0,3,3,3,0.555556,0.633333,0,150,276,0
manggority17,manggority17,0,1,1,1,1,1,0,150,276,0
cliphub.u,cliphub.u,0,1,1,1,1,1,0,150,276,0
yellowginger9566,yellowginger9566,0,3,3,1,1,1,0,150,276,0
sripurwati9949kalau,sripurwati9949kalau,1,0,1,0,0,0,0,150,276,0.002837
cliphub.umemang,cliphub.umemang,1,0,1,0,0,0,0,150,276,0.002837
suradi7989,suradi7989,0,1,1,1,1,1,0,150,276,0
MuhammadLutfiAlAnshory,MuhammadLutfiAlAnshory,13,0,13,0,0,0,0,110,276,0.0424
unggulofficial4295,unggulofficial4295,0,2,2,1,1,1,0,110,276,0
eskrimwatch09kalau,eskrimwatch09kalau,1,0,1,0,0,0,0,110,276,0.002837
Inspirasipagiku,Inspirasipagiku,0,1,1,1,1,1,0,110,276,0
zulkiflisiciliano4996,zulkiflisiciliano4996,1,2,3,1,1,1,0,110,276,0.002837
LukeNolan378fitnah,LukeNolan378fitnah,1,0,1,0,0,0,0,110,276,0.003875
ane9898,ane9898,0,2,2,2,0.75,0.833333,0,110,276,0
andyprasetyo9055,andyprasetyo9055,0,1,1,1,1,1,0,110,276,0
cherin4863,cherin4863,0,2,2,1,1,1,0,110,276,0
LukeNolan378semakin,LukeNolan378semakin,1,0,1,0,0,0,0,110,276,0.002837
yudithtambunan295,yudithtambunan295,0,2,2,1,1,1,0,110,276,0
LukeNolan378woiii,LukeNolan378woiii,1,0,1,0,0,0,0,110,276,0.002837
ummiqalbi6725,ummiqalbi6725,0,2,2,1,1,1,0,110,276,0
zulkiflisiciliano4996udah,zulkiflisiciliano4996udah,1,0,1,0,0,0,0,110,276,0.002837
juliann_xd7,juliann_xd7,0,2,2,1,1,1,0,110,276,0
LukeNolan378apa,LukeNolan378apa,1,0,1,0,0,0,0,110,276,0.002837
alexbrad5456,alexbrad5456,0,1,1,1,1,1,0,110,276,0
noname6-6-6,noname6-6-6,0,1,1,1,1,1,0,136,123,0
prabowo,prabowo,2,0,2,0,0,0,0,136,123,0.005674
kurniaoetama4906,kurniaoetama4906,0,1,1,1,1,1,0,137,124,0
ardianputra6348,ardianputra6348,1,0,1,0,0,0,0,137,124,0.002837
archie00009,archie00009,0,1,1,1,1,1,0,138,125,0
HilmanoPamungjas-i5r,HilmanoPamungjas-i5r,1,0,1,0,0,0,0,138,125,0.002837
Della_Kaira,Della_Kaira,0,1,1,1,1,1,0,139,126,0
DeniAnanta-d6s,DeniAnanta-d6s,1,0,1,0,0,0,0,139,126,0.002837
ttnyt,ttnyt,0,1,1,2,0.666667,0.75,0,233,276,0
crazylol2398,crazylol2398,3,2,5,1,1,1,0,233,276,0.012264
ttnytapa,ttnytapa,1,0,1,0,0,0,0,233,276,0.00659
crazylol2398provokator,crazylol2398provokator,1,0,1,0,0,0,0,233,276,0.002837
Channe463,Channe463,0,1,1,1,1,1,0,140,127,0
assassinschord,assassinschord,1,0,1,0,0,0,0,140,127,0.002837
bobbykurniawan-d1o,bobbykurniawan-d1o,1,1,2,0,0,0,0,141,128,0.004088
avialight3880,avialight3880,0,1,1,1,1,1,0,142,129,0
MyytthhNoMercyy,MyytthhNoMercyy,1,0,1,0,0,0,0,142,129,0.002837
rizqisupandi,rizqisupandi,1,1,2,0,0,0,0,143,130,0.004088
RyandikaFahmiRahmansyah,RyandikaFahmiRahmansyah,8,3,11,1,1,1,0.000002,95,276,0.035207
wazzdwor7109,wazzdwor7109,0,1,1,2,0.6,0.666667,0,95,276,0
Bwacottt,Bwacottt,0,1,1,2,0.6,0.666667,0,95,276,0
caesar_bm,caesar_bm,0,2,2,2,0.666667,0.75,0,95,276,0
Bwacotttanarko,Bwacotttanarko,1,0,1,0,0,0,0,95,276,0.002837
Al-yi7jlliat,Al-yi7jlliat,1,0,1,0,0,0,0,95,276,0.013271
Al-yi7jlmenurut,Al-yi7jlmenurut,1,0,1,0,0,0,0,95,276,0.013271
RyandikaFahmiRahmansyahMemang,RyandikaFahmiRahmansyahMemang,1,0,1,0,0,0,0,95,276,0.003875
fahuafalan,fahuafalan,0,2,2,2,0.666667,0.75,0,95,276,0
Al-yi7jllogikamu,Al-yi7jllogikamu,1,0,1,0,0,0,0,95,276,0.002837
Al-yi7jlorang,Al-yi7jlorang,1,0,1,0,0,0,0,95,276,0.003875
smlhkclrhs,smlhkclrhs,0,2,2,2,0.666667,0.75,0,304,276,0
wayanyande2826,wayanyande2826,1,0,1,0,0,0,0,304,276,0.002837
rosyclipp,rosyclipp,1,2,3,1,1,1,0,304,276,0.002837
k0lex20,k0lex20,1,1,2,1,1,1,0,144,131,0.005608
Ingengerdwasright-88,Ingengerdwasright-88,2,2,4,1,1,1,0,144,131,0.009938
kelvinlundgren,kelvinlundgren,0,1,1,1,1,1,0,145,132,0
jackhanma6150,jackhanma6150,5,0,5,0,0,0,0,145,132,0.014185
ivantastic9057,ivantastic9057,0,1,1,1,1,1,0,145,132,0
mmaexfighter,mmaexfighter,0,1,1,1,1,1,0,145,132,0
tentaratembaktai,tentaratembaktai,0,1,1,1,1,1,0,145,132,0
eshayudha1049,eshayudha1049,0,1,1,1,1,1,0,145,132,0
blissfyou,blissfyou,0,1,1,1,1,1,0,146,133,0
nonotgomes5842,nonotgomes5842,1,0,1,0,0,0,0,146,133,0.002837
ridhoramadhanismet4703,ridhoramadhanismet4703,0,4,4,1,1,1,0,149,134,0
YohanesSalatnaya,YohanesSalatnaya,1,0,1,0,0,0,0,149,134,0.002837
NadyaIva-md3ej,NadyaIva-md3ej,0,1,1,1,1,1,0,147,135,0
SusieDuniabaru,SusieDuniabaru,1,0,1,0,0,0,0,147,135,0.002837
AhmadKhaleedFromIndonesia,AhmadKhaleedFromIndonesia,1,1,2,0,0,0,0,148,136,0.004088
NamaPerusahaan-sn6xc,NamaPerusahaan-sn6xc,1,0,1,0,0,0,0,149,134,0.002837
Ulfa15des,Ulfa15des,1,0,1,0,0,0,0,149,134,0.002837
raphaelliebert,raphaelliebert,0,1,1,5,0.285714,0.312255,0,299,276,0
solo.1st,solo.1st,1,2,3,4,0.388235,0.426768,0.000004,299,276,0.002837
tracexl1976,tracexl1976,0,1,1,1,1,1,0,150,276,0
suspatrick,suspatrick,10,0,10,0,0,0,0,150,276,0.032163
Niya253-gl3yr,Niya253-gl3yr,1,1,2,1,1,1,0,150,276,0.002837
jlb5685,jlb5685,0,5,5,5,0.366197,0.466026,0,286,276,0
tracexl1976jangankan,tracexl1976jangankan,1,0,1,0,0,0,0,286,276,0.002837
ItelA70-k7i,ItelA70-k7i,0,2,2,1,1,1,0,150,276,0
aldimhndr,aldimhndr,1,3,4,2,0.714286,0.8,0.000002,150,276,0.01237
Niya253-gl3yroh,Niya253-gl3yroh,1,0,1,0,0,0,0,286,276,0.002837
-K.A_,-K.A_,0,2,2,1,1,1,0,150,276,0
Niya253-gl3yrmulai,Niya253-gl3yrmulai,1,0,1,0,0,0,0,150,276,0.002837
backupwaaja2432,backupwaaja2432,0,2,2,1,1,1,0,150,276,0
Niya253-gl3yrmau,Niya253-gl3yrmau,1,0,1,0,0,0,0,150,276,0.002837
noobtradefx,noobtradefx,0,2,2,1,1,1,0,150,276,0
Niya253-gl3yrbisa,Niya253-gl3yrbisa,1,0,1,0,0,0,0,150,276,0.002837
Wollez11,Wollez11,0,1,1,1,1,1,0,151,137,0
adityahildan.j,adityahildan.j,1,0,1,0,0,0,0,151,137,0.002837
dasyatsejahtera3899,dasyatsejahtera3899,1,0,1,0,0,0,0,149,134,0.002837
dimaspaujiantara_,dimaspaujiantara_,1,1,2,0,0,0,0,152,138,0.004088
ggsgnwn,ggsgnwn,1,1,2,0,0,0,0,153,139,0.004088
MilesMorales-z7q,MilesMorales-z7q,1,1,2,0,0,0,0,154,140,0.004088
rakel_ch11,rakel_ch11,1,1,2,0,0,0,0,155,141,0.004088
ENDIMOVA,ENDIMOVA,0,1,1,2,0.666667,0.75,0,38,276,0
barmaul27,barmaul27,91,2,93,1,1,1,0.000014,38,276,0.431759
HalofSoul,HalofSoul,0,2,2,2,0.75,0.833333,0,299,276,0
cc_mediocre,cc_mediocre,0,1,1,2,0.666667,0.75,0,38,276,0
Buruhtani-i5m,Buruhtani-i5m,2,4,6,2,0.833333,0.9,0.000001,185,276,0.005674
merpatiShortmovie,merpatiShortmovie,0,1,1,2,0.666667,0.75,0,38,276,0
Pattiwael_VanTiouw,Pattiwael_VanTiouw,1,3,4,4,0.388889,0.440476,0,38,276,0.008771
merpatiShortmovieitu,merpatiShortmovieitu,1,0,1,0,0,0,0,38,276,0.004824
alvinhidayat6583siapa,alvinhidayat6583siapa,1,0,1,0,0,0,0,38,276,0.125666
fazlavifatah7308,fazlavifatah7308,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583lu,alvinhidayat6583lu,2,0,2,0,0,0,0,38,276,0.005674
inisial_AI,inisial_AI,0,1,1,2,0.666667,0.75,0,38,276,0
faisal0570,faisal0570,0,1,1,2,0.666667,0.75,0,38,276,0
muhammadsyam4733,muhammadsyam4733,0,1,1,2,0.666667,0.75,0,38,276,0
asone8400,asone8400,0,2,2,2,0.75,0.833333,0,38,276,0
barmaul27tentu,barmaul27tentu,1,0,1,0,0,0,0,38,276,0.002837
barmaul27Ferry,barmaul27Ferry,1,0,1,0,0,0,0,38,276,0.020946
blanc6519,blanc6519,0,2,2,2,0.75,0.833333,0,38,276,0
rifatirfani,rifatirfani,0,5,5,3,0.6,0.694444,0,38,276,0
alvinhidayat6583ngapain,alvinhidayat6583ngapain,1,0,1,0,0,0,0,38,276,0.002837
aboutniningg,aboutniningg,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583DIEM,alvinhidayat6583DIEM,1,0,1,0,0,0,0,38,276,0.002837
NakiManis,NakiManis,0,2,2,3,0.529412,0.592593,0,38,276,0
masdianahasyim,masdianahasyim,0,1,1,2,0.666667,0.75,0,38,276,0
vinaoktapsycho,vinaoktapsycho,0,1,1,2,0.666667,0.75,0,38,276,0
nuansaputih5242,nuansaputih5242,0,1,1,2,0.666667,0.75,0,38,276,0
Tukang_ladenin_Haters,Tukang_ladenin_Haters,0,4,4,2,0.833333,0.9,0,308,276,0
alvinhidayat6583cie,alvinhidayat6583cie,1,0,1,0,0,0,0,308,276,0.002837
gracewang1805,gracewang1805,0,2,2,2,0.625,0.7,0,279,276,0
gedongsaritour,gedongsaritour,0,1,1,2,0.666667,0.75,0,38,276,0
hafiszarachmad3226,hafiszarachmad3226,0,1,1,2,0.666667,0.75,0,38,276,0
Classof90,Classof90,0,2,2,2,0.75,0.833333,0,38,276,0
HeriGustiyana,HeriGustiyana,0,2,2,2,0.75,0.833333,0,38,276,0
merpatiShortmovieyang,merpatiShortmovieyang,1,0,1,0,0,0,0,38,276,0.002837
topanhaikylabelaha8012udah,topanhaikylabelaha8012udah,1,0,1,0,0,0,0,38,276,0.002837
Mahesa_Pamungkas,Mahesa_Pamungkas,0,2,2,2,0.75,0.833333,0,38,276,0
nouvanmaulana6135,nouvanmaulana6135,0,2,2,2,0.75,0.833333,0,38,276,0
Mahesa_Pamungkasngarang,Mahesa_Pamungkasngarang,1,0,1,0,0,0,0,38,276,0.002837
nolife8176,nolife8176,0,2,2,3,0.529412,0.592593,0,38,276,0
nguyenami5,nguyenami5,0,1,1,2,0.666667,0.75,0,38,276,0
rifatirfanimotif,rifatirfanimotif,1,0,1,0,0,0,0,38,276,0.020946
draco3943,draco3943,0,1,1,2,0.666667,0.75,0,38,276,0
Nandistorikuli,Nandistorikuli,0,11,11,2,0.923077,0.958333,0,235,276,0
Buruhtani-i5mlu,Buruhtani-i5mlu,1,0,1,0,0,0,0,235,276,0.002837
barmaul27si,barmaul27si,1,0,1,0,0,0,0,235,276,0.002837
the.jokkers,the.jokkers,0,2,2,2,0.75,0.833333,0,38,276,0
Buruhtani-i5mbapaknya,Buruhtani-i5mbapaknya,1,0,1,0,0,0,0,38,276,0.002837
dikafirmansyah6779,dikafirmansyah6779,0,3,3,2,0.8,0.875,0,185,276,0
alvinhidayat6583dih,alvinhidayat6583dih,1,0,1,0,0,0,0,131,276,0.002837
dahurishanum7497,dahurishanum7497,0,1,1,2,0.666667,0.75,0,38,276,0
peta_bercerita_tv,peta_bercerita_tv,0,1,1,2,0.666667,0.75,0,38,276,0
aea2_muhammadizharulhaq180,aea2_muhammadizharulhaq180,0,2,2,3,0.529412,0.592593,0,38,276,0
nokusu2846,nokusu2846,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583gmn,alvinhidayat6583gmn,1,0,1,0,0,0,0,38,276,0.002837
nariswaramahadi,nariswaramahadi,0,1,1,2,0.666667,0.75,0,38,276,0
Rain_9908,Rain_9908,1,8,9,2,0.9,0.944444,0.000019,299,276,0.025957
alvinhidayat6583Nih,alvinhidayat6583Nih,1,0,1,0,0,0,0,299,276,0.007781
ubur-uburcinematic7768,ubur-uburcinematic7768,0,2,2,2,0.75,0.833333,0,38,276,0
barmaul27sesuai,barmaul27sesuai,1,0,1,0,0,0,0,38,276,0.002837
Pemuja_Savagenerd_Official,Pemuja_Savagenerd_Official,0,2,2,3,0.529412,0.592593,0,38,276,0
dntfuckup,dntfuckup,0,2,2,3,0.529412,0.592593,0,38,276,0
xausdhunter,xausdhunter,0,1,1,2,0.666667,0.75,0,38,276,0
MeldhaTahu,MeldhaTahu,0,1,1,2,0.666667,0.75,0,38,276,0
gobankferoza6136,gobankferoza6136,0,1,1,2,0.666667,0.75,0,38,276,0
wardana920,wardana920,0,1,1,2,0.666667,0.75,0,38,276,0
QafLiving,QafLiving,0,1,1,2,0.666667,0.75,0,38,276,0
latifahmirza,latifahmirza,0,3,3,2,0.8,0.875,0,38,276,0
gilanggemilang2698,gilanggemilang2698,1,2,3,2,0.75,0.833333,0.000002,38,276,0.020946
alvinhidayat6583di,alvinhidayat6583di,1,0,1,0,0,0,0,38,276,0.00691
hudabadak6653,hudabadak6653,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583konyol,alvinhidayat6583konyol,1,0,1,0,0,0,0,38,276,0.002837
Ypta1304,Ypta1304,1,2,3,3,0.533333,0.604167,0,38,276,0.020946
gilanggemilang2698logikanya,gilanggemilang2698logikanya,1,0,1,0,0,0,0,38,276,0.002837
ulisgeulis2562,ulisgeulis2562,0,2,2,2,0.6,0.666667,0,185,276,0
Xyz11-d6z,Xyz11-d6z,0,1,1,2,0.666667,0.75,0,38,276,0
alvinhidayat6583binatang,alvinhidayat6583binatang,1,0,1,0,0,0,0,38,276,0.002837
mesinmodbus4566,mesinmodbus4566,0,1,1,2,0.666667,0.75,0,38,276,0
lucuchanel5695,lucuchanel5695,0,1,1,2,0.666667,0.75,0,38,276,0
yandi2463,yandi2463,0,1,1,2,0.666667,0.75,0,38,276,0
nouvanmaulana6135Josh,nouvanmaulana6135Josh,1,0,1,0,0,0,0,38,276,0.002837
frequensi200hz3,frequensi200hz3,0,1,1,2,0.666667,0.75,0,38,276,0
wagirahwagirah8716,wagirahwagirah8716,0,1,1,2,0.666667,0.75,0,38,276,0
giovansurabarus3660,giovansurabarus3660,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583ini,alvinhidayat6583ini,1,0,1,0,0,0,0,38,276,0.002837
yohanandriani7446,yohanandriani7446,0,4,4,2,0.833333,0.9,0,226,276,0
ulisgeulis2562yang,ulisgeulis2562yang,1,0,1,0,0,0,0,226,276,0.002837
RyMedium,RyMedium,0,2,2,2,0.75,0.833333,0,38,276,0
Buruhtani-i5manak,Buruhtani-i5manak,1,0,1,0,0,0,0,38,276,0.002837
volet949,volet949,0,2,2,3,0.529412,0.592593,0,38,276,0
CrazyBattle-gu4gb,CrazyBattle-gu4gb,0,2,2,2,0.75,0.833333,0,38,276,0
Buruhtani-i5mowi,Buruhtani-i5mowi,1,0,1,0,0,0,0,38,276,0.002837
RYOYAMADA-k3y,RYOYAMADA-k3y,0,1,1,2,0.666667,0.75,0,38,276,0
ariwibowo8053,ariwibowo8053,0,2,2,3,0.432432,0.489583,0,85,276,0
ppw1328,ppw1328,0,3,3,3,0.545455,0.611111,0,279,276,0
Adikaghulam,Adikaghulam,0,2,2,2,0.75,0.833333,0,38,276,0
alvinhidayat6583buzzer,alvinhidayat6583buzzer,1,0,1,0,0,0,0,38,276,0.002837
rudylupus2410,rudylupus2410,0,1,1,2,0.666667,0.75,0,38,276,0
pelanggi_indah,pelanggi_indah,0,1,1,2,0.666667,0.75,0,38,276,0
bee_bee369,bee_bee369,0,1,1,2,0.666667,0.75,0,38,276,0
Rajhanfamily54,Rajhanfamily54,0,2,2,2,0.75,0.833333,0,38,276,0
Buruhtani-i5mtahulah,Buruhtani-i5mtahulah,1,0,1,0,0,0,0,38,276,0.002837
PhuniserrPhuniser-c4g,PhuniserrPhuniser-c4g,0,1,1,2,0.666667,0.75,0,38,276,0
mulyoreksa2184,mulyoreksa2184,0,1,1,2,0.666667,0.75,0,38,276,0
jancook-m2z,jancook-m2z,0,2,2,2,0.75,0.833333,0,38,276,0
masdianahasyimlu,masdianahasyimlu,1,0,1,0,0,0,0,38,276,0.002837
hermanalfarizki3323,hermanalfarizki3323,0,1,1,2,0.666667,0.75,0,38,276,0
rhobbydrhbwi,rhobbydrhbwi,0,1,1,2,0.666667,0.75,0,38,276,0
dinianggraini5143,dinianggraini5143,0,1,1,1,1,1,0,156,142,0
ahmadfarhan2853,ahmadfarhan2853,1,0,1,0,0,0,0,156,142,0.002837
OpanWedus,OpanWedus,0,4,4,1,1,1,0,104,60,0
Gojosatoru_963,Gojosatoru_963,1,4,5,1,1,1,0,235,276,0.002837
felixkeren,felixkeren,20,0,20,0,0,0,0,235,276,0.065053
yugiohduellinks2468,yugiohduellinks2468,0,2,2,2,0.666667,0.75,0,279,276,0
panglimaburung6506,panglimaburung6506,0,1,1,1,1,1,0,235,276,0
liam-w9k1z,liam-w9k1z,0,11,11,2,0.866667,0.923077,0,235,276,0
naras9572,naras9572,0,1,1,1,1,1,0,235,276,0
snowflak6173,snowflak6173,0,2,2,2,0.625,0.7,0,235,276,0
triwantoirfan9809,triwantoirfan9809,0,1,1,1,1,1,0,235,276,0
snowflak6173hah,snowflak6173hah,1,0,1,0,0,0,0,235,276,0.003875
1-4halo75,1-4halo75,2,5,7,1,1,1,0,235,276,0.008176
KimberlyPhang-q8o,KimberlyPhang-q8o,1,5,6,5,0.369863,0.467284,0.000003,235,276,0.002837
adisetiawan7291,adisetiawan7291,0,2,2,1,1,1,0,235,276,0
naras9572militer,naras9572militer,1,0,1,0,0,0,0,235,276,0.002837
KimberlyPhang-q8obetul,KimberlyPhang-q8obetul,1,0,1,0,0,0,0,235,276,0.005339
braderjunot,braderjunot,0,2,2,6,0.28,0.342262,0,235,276,0
rcchannel8860,rcchannel8860,1,2,3,2,0.75,0.833333,0,235,276,0.002837
QuantumentanglementAlpha,QuantumentanglementAlpha,1,2,3,1,1,1,0,235,276,0.003875
rcchannel8860yes,rcchannel8860yes,1,0,1,0,0,0,0,235,276,0.004064
indrawati1114,indrawati1114,0,1,1,1,1,1,0,235,276,0
SerenaBrodun,SerenaBrodun,0,6,6,3,0.43299,0.496032,0,235,276,0
rohmad5923,rohmad5923,0,1,1,1,1,1,0,235,276,0
rizkirahayu6516,rizkirahayu6516,0,1,1,1,1,1,0,235,276,0
rohmad5923Memang,rohmad5923Memang,1,0,1,0,0,0,0,95,276,0.002837
Angga-y2b2n,Angga-y2b2n,0,1,1,1,1,1,0,157,143,0
abahadetarogong3412,abahadetarogong3412,2,0,2,0,0,0,0,157,143,0.005674
jonabatista-q5r,jonabatista-q5r,1,1,2,0,0,0,0,158,144,0.004088
Asapratama-v4l,Asapratama-v4l,0,1,1,1,1,1,0,159,145,0
six69nine-b7,six69nine-b7,1,0,1,0,0,0,0,159,145,0.002837
rhandyy,rhandyy,0,1,1,1,1,1,0,157,143,0
BudiAwan-e2k,BudiAwan-e2k,1,3,4,1,1,1,0,299,276,0.004088
nadiaraghda,nadiaraghda,0,1,1,1,1,1,0,160,146,0
kikirizki868,kikirizki868,1,0,1,0,0,0,0,160,146,0.002837
bayiiiku,bayiiiku,1,1,2,0,0,0,0,161,147,0.004088
