Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,stat_inf_class,eigencentrality
om.gembuludah,om.gembuludah,1,0,1,0,0,0,0,286,276,0.002837
magdalenasusanti6769,magdalenasusanti6769,0,1,1,2,0.666667,0.75,0,286,276,0
kualibangbolon1669,kualibangbolon1669,0,1,1,2,0.666667,0.75,0,286,276,0
axiexy,axiexy,1,2,3,2,0.75,0.833333,0,286,276,0.002837
seribusatu5995,seribusatu5995,0,1,1,1,1,1,0,276,256,0
MarkasDoubleDEe,MarkasDoubleDEe,4,0,4,0,0,0,0,276,256,0.011348
fathsony48,fathsony48,0,1,1,1,1,1,0,276,256,0
z.hubproject,z.hubproject,0,2,2,1,1,1,0,276,256,0
fathsony48betul...,fathsony48betul...,1,0,1,0,0,0,0,276,256,0.002837
ariesbutarbutar4881,ariesbutarbutar4881,0,2,2,1,1,1,0,276,256,0
fathsony48oiya,fathsony48oiya,1,0,1,0,0,0,0,276,256,0.002837
Viscoplasticbeing,Viscoplasticbeing,0,1,1,1,1,1,0,277,257,0
moeztaba03,moeztaba03,1,0,1,0,0,0,0,277,257,0.002837
genpotrait2274,genpotrait2274,0,1,1,1,1,1,0,278,258,0
KiyooCutee,KiyooCutee,1,0,1,0,0,0,0,278,258,0.002837
raraprakanita,raraprakanita,0,1,1,1,1,1,0,279,276,0
mamaszayn6418,mamaszayn6418,22,0,22,0,0,0,0,279,276,0.065531
arsep1311,arsep1311,0,1,1,1,1,1,0,279,276,0
Ven-p9d,Ven-p9d,0,2,2,1,1,1,0,279,276,0
raraprakanitaSalsa,raraprakanitaSalsa,1,0,1,0,0,0,0,279,276,0.002837
numerowan6590,numerowan6590,0,1,1,1,1,1,0,279,276,0
risannd,risannd,0,2,2,3,0.5,0.595238,0,279,276,0
Ven-p9daduh,Ven-p9daduh,1,0,1,0,0,0,0,279,276,0.005952
FirinKudu,FirinKudu,0,2,2,1,1,1,0,279,276,0
numerowan6590sudah,numerowan6590sudah,1,0,1,0,0,0,0,279,276,0.002837
rosana-n1j3z,rosana-n1j3z,0,1,1,1,1,1,0,279,276,0
denissaputra-hl4xk,denissaputra-hl4xk,0,1,1,1,1,1,0,279,276,0
comelcemil8839,comelcemil8839,0,2,2,1,1,1,0,279,276,0
arsep1311Loe,arsep1311Loe,1,0,1,0,0,0,0,279,276,0.002837
adidotgodot,adidotgodot,0,1,1,1,1,1,0,279,276,0
anwaryulianto4147,anwaryulianto4147,0,2,2,1,1,1,0,279,276,0
denissaputra-hl4xkruu,denissaputra-hl4xkruu,1,0,1,0,0,0,0,279,276,0.002837
audichandra2408,audichandra2408,0,1,1,1,1,1,0,279,276,0
Кариша-ка,Кариша-ка,0,1,1,1,1,1,0,279,276,0
satriabajahitam6444,satriabajahitam6444,0,1,1,1,1,1,0,279,276,0
riziqhanafi8108,riziqhanafi8108,0,1,1,1,1,1,0,279,276,0
muhammaddaffa2765,muhammaddaffa2765,0,1,1,1,1,1,0,279,276,0
ANOMALILI-1,ANOMALILI-1,0,1,1,1,1,1,0,279,276,0
maybeinanotherworld22,maybeinanotherworld22,0,1,1,1,1,1,0,279,276,0
Arkaaaaaaaaaaaan,Arkaaaaaaaaaaaan,0,1,1,1,1,1,0,279,276,0
benni7621,benni7621,1,1,2,1,1,1,0,286,276,0.002837
PapaHiu-o9h,PapaHiu-o9h,11,0,11,0,0,0,0,286,276,0.0364
hendrarudiyansyah5488,hendrarudiyansyah5488,1,1,2,1,1,1,0,286,276,0.002837
giokliepoh4797,giokliepoh4797,0,1,1,1,1,1,0,286,276,0
tonykeane9590,tonykeane9590,0,5,5,3,0.7,0.833333,0,286,276,0
DeepBlueOcean-4K,DeepBlueOcean-4K,0,1,1,1,1,1,0,286,276,0
galihaditriya415,galihaditriya415,0,1,1,1,1,1,0,286,276,0
SugiYanto-t1j,SugiYanto-t1j,1,1,2,1,1,1,0,286,276,0.002837
FeelingNothing-y6e,FeelingNothing-y6e,1,1,2,0,0,0,0,280,259,0.004088
odov-s5g,odov-s5g,1,1,2,2,0.666667,0.75,0,281,260,0.005608
Arlianto-me5pu,Arlianto-me5pu,2,3,5,1,1,1,0,281,260,0.009938
odov-s5gterima,odov-s5gterima,1,0,1,0,0,0,0,281,260,0.005608
YoulieAnna,YoulieAnna,0,1,1,2,0.6,0.666667,0,279,276,0
alipratama5063,alipratama5063,32,3,35,1,1,1,0.000008,279,276,0.139817
srimuliawati9514,srimuliawati9514,0,2,2,2,0.666667,0.75,0,279,276,0
YoulieAnnaLah,YoulieAnnaLah,1,0,1,0,0,0,0,279,276,0.002837
rullysemproel1030,rullysemproel1030,0,1,1,2,0.6,0.666667,0,279,276,0
introdiksi,introdiksi,0,1,1,2,0.6,0.666667,0,279,276,0
kangcwy5131setidaknya,kangcwy5131setidaknya,1,0,1,0,0,0,0,279,276,0.044386
RRRRRRRRRRR956,RRRRRRRRRRR956,0,1,1,2,0.6,0.666667,0,279,276,0
hoppyplay,hoppyplay,0,1,1,2,0.6,0.666667,0,279,276,0
NormalHuman-mp3dd,NormalHuman-mp3dd,0,1,1,2,0.6,0.666667,0,279,276,0
Zikrin14,Zikrin14,0,2,2,2,0.666667,0.75,0,279,276,0
nizruliman7736,nizruliman7736,0,2,2,2,0.666667,0.75,0,279,276,0
achmadfahlevi-04,achmadfahlevi-04,1,1,2,2,0.6,0.666667,0,279,276,0.002837
JidanSKIBIDI-q3b,JidanSKIBIDI-q3b,0,2,2,2,0.666667,0.75,0,279,276,0
yugiohduellinks2468itu,yugiohduellinks2468itu,1,0,1,0,0,0,0,279,276,0.002837
kuromegane666,kuromegane666,0,1,1,2,0.6,0.666667,0,279,276,0
muhammadfijar8220,muhammadfijar8220,0,2,2,2,0.666667,0.75,0,279,276,0
RRRRRRRRRRR956ga,RRRRRRRRRRR956ga,1,0,1,0,0,0,0,279,276,0.002837
rullysemproel1030semoga,rullysemproel1030semoga,1,0,1,0,0,0,0,240,276,0.003875
Zikrin14tv,Zikrin14tv,1,0,1,0,0,0,0,240,276,0.003875
perahukertas5566,perahukertas5566,0,1,1,2,0.6,0.666667,0,279,276,0
MohammadAnugerahHaromainy,MohammadAnugerahHaromainy,0,2,2,3,0.5,0.574074,0,279,276,0
Arahafirda,Arahafirda,0,1,1,2,0.6,0.666667,0,279,276,0
IqbalRK48,IqbalRK48,0,1,1,2,0.6,0.666667,0,279,276,0
IqbalRK48terimakasih,IqbalRK48terimakasih,1,0,1,0,0,0,0,279,276,0.044386
yareruto5676,yareruto5676,0,2,2,2,0.666667,0.75,0,279,276,0
Ngenesss,Ngenesss,1,1,2,2,0.6,0.666667,0,279,276,0.002837
DuniaHewan028,DuniaHewan028,0,1,1,2,0.6,0.666667,0,279,276,0
MultiDivebomber,MultiDivebomber,0,2,2,2,0.666667,0.75,0,279,276,0
srimuliawati9514ga,srimuliawati9514ga,1,0,1,0,0,0,0,279,276,0.002837
LunaJoli-d8y,LunaJoli-d8y,0,1,1,2,0.666667,0.75,0,131,276,0
MajesticONE-ds4zt,MajesticONE-ds4zt,1,0,1,0,0,0,0,304,276,0.00659
lindafitriadewi7590,lindafitriadewi7590,3,0,3,0,0,0,0,233,276,0.018045
gvlog512,gvlog512,0,2,2,3,0.440678,0.480769,0,233,276,0
Cicinat-vt9uw,Cicinat-vt9uw,0,1,1,1,1,1,0,282,261,0
finanzia,finanzia,1,0,1,0,0,0,0,282,261,0.002837
NonchalantTypeShii,NonchalantTypeShii,5,0,5,0,0,0,0,188,276,0.015224
marcen8919rezim,marcen8919rezim,1,0,1,0,0,0,0,188,276,0.002837
moonlight2911,moonlight2911,0,2,2,2,0.666667,0.75,0,188,276,0
fikriabdillah1997,fikriabdillah1997,0,2,2,1,1,1,0,188,276,0
marcen8919bakar..,marcen8919bakar..,1,0,1,0,0,0,0,188,276,0.002837
arienurhikmat6021,arienurhikmat6021,0,1,1,2,0.666667,0.75,0,283,263,0
مُحَمَّد-قَنْطَلْ,مُحَمَّد-قَنْطَلْ,3,2,5,1,1,1,0,283,263,0.012264
Staf.KementerianKegelapan_RI,Staf.KementerianKegelapan_RI,0,1,1,2,0.666667,0.75,0,283,263,0
ajisakaadasar,ajisakaadasar,1,0,1,0,0,0,0,283,263,0.00659
ajisakaa,ajisakaa,0,1,1,1,1,1,0,284,264,0
rafibudimansyah5383,rafibudimansyah5383,1,0,1,0,0,0,0,284,264,0.002837
ZENFALS1991,ZENFALS1991,0,1,1,1,1,1,0,285,265,0
EraEra-qz2be,EraEra-qz2be,1,0,1,0,0,0,0,285,265,0.002837
whinnc,whinnc,2,6,8,5,0.381818,0.521429,0.000012,286,276,0.022068
tokosusu5268,tokosusu5268,11,5,16,4,0.466667,0.543651,0.00003,286,276,0.064264
tokosusu5268ya,tokosusu5268ya,1,0,1,0,0,0,0,286,276,0.007521
tokosusu5268bener,tokosusu5268bener,1,0,1,0,0,0,0,233,276,0.002837
TarbiyanthyNajdah,TarbiyanthyNajdah,0,1,1,5,0.328358,0.368939,0,286,276,0
tokosusu5268bsd,tokosusu5268bsd,1,0,1,0,0,0,0,80,276,0.010132
mariaf2087,mariaf2087,1,1,2,5,0.323077,0.362698,0,286,276,0.019231
tokosusu5268kalo,tokosusu5268kalo,1,0,1,0,0,0,0,286,276,0.002837
realtrader911,realtrader911,0,1,1,1,1,1,0,287,266,0
ummuyusuf1429,ummuyusuf1429,1,0,1,0,0,0,0,287,266,0.002837
Norixoo225,Norixoo225,1,1,2,0,0,0,0,288,267,0.004088
Eggieed,Eggieed,0,5,5,4,0.411765,0.478571,0,299,276,0
misspotatohead-c4x,misspotatohead-c4x,18,0,18,0,0,0,0,289,276,0.055409
jenniferm9680,jenniferm9680,1,2,3,1,1,1,0,289,276,0.002837
Eggieedinisial,Eggieedinisial,1,0,1,0,0,0,0,289,276,0.003875
bertuzzanfiter4187,bertuzzanfiter4187,0,1,1,1,1,1,0,289,276,0
braxeman1105,braxeman1105,0,1,1,1,1,1,0,289,276,0
jenniferm9680Tetep,jenniferm9680Tetep,1,0,1,0,0,0,0,299,276,0.002837
777song-b9sblutut,777song-b9sblutut,1,0,1,0,0,0,0,289,276,0.002837
Eggieedsiapa,Eggieedsiapa,1,0,1,0,0,0,0,289,276,0.002837
noikfkzn5305,noikfkzn5305,0,1,1,1,1,1,0,289,276,0
NFTmeta,NFTmeta,0,1,1,1,1,1,0,289,276,0
foodnbeveragejournal,foodnbeveragejournal,0,2,2,1,1,1,0,289,276,0
fabiyanekalutfiansah6153ada,fabiyanekalutfiansah6153ada,1,0,1,0,0,0,0,289,276,0.002837
vidvismmajority7033,vidvismmajority7033,0,2,2,1,1,1,0,289,276,0
rioridho4767SBY,rioridho4767SBY,1,0,1,0,0,0,0,289,276,0.002837
mhugggu78,mhugggu78,0,2,2,1,1,1,0,289,276,0
jenniferm9680mafia,jenniferm9680mafia,1,0,1,0,0,0,0,289,276,0.002837
versacia,versacia,0,2,2,3,0.466667,0.571429,0,289,276,0
rainhyperselena,rainhyperselena,1,3,4,1,1,1,0,289,276,0.003875
rioridho4767dalangnya,rioridho4767dalangnya,1,0,1,0,0,0,0,289,276,0.004064
rioridho4767bukan,rioridho4767bukan,1,0,1,0,0,0,0,289,276,0.004064
muhammadrosyidridlo4849,muhammadrosyidridlo4849,2,1,3,0,0,0,0,290,268,0.008176
shoim.fanani,shoim.fanani,0,1,1,1,1,1,0,290,268,0
johndamdan6270,johndamdan6270,0,1,1,1,1,1,0,233,276,0
asdfghhkhljfj,asdfghhkhljfj,7,0,7,0,0,0,0,233,276,0.029393
Mizukuya,Mizukuya,0,1,1,1,1,1,0,233,276,0
fardanraihanfirdaus8011,fardanraihanfirdaus8011,0,1,1,1,1,1,0,233,276,0
GOWNNNNNN,GOWNNNNNN,1,1,2,0,0,0,0,291,269,0.004088
ArangGames,ArangGames,0,1,1,1,1,1,0,293,276,0
kenaryo2879,kenaryo2879,4,0,4,0,0,0,0,293,276,0.043041
tansaaaaaa,tansaaaaaa,0,1,1,1,1,1,0,293,276,0
koboi000,koboi000,0,1,1,2,0.6,0.666667,0,286,276,0
alex-qo6qb,alex-qo6qb,13,3,16,1,1,1,0.000003,286,276,0.054397
sanzboshienterprise4530,sanzboshienterprise4530,0,1,1,2,0.6,0.666667,0,286,276,0
SeviS-i1g,SeviS-i1g,0,1,1,2,0.6,0.666667,0,286,276,0
tukangngamen7164,tukangngamen7164,1,1,2,2,0.6,0.666667,0,286,276,0.002837
Riezmove99,Riezmove99,0,1,1,2,0.6,0.666667,0,286,276,0
FrogZongS,FrogZongS,0,1,1,2,0.6,0.666667,0,286,276,0
MuhsinRohiman94,MuhsinRohiman94,0,2,2,2,0.666667,0.75,0,286,276,0
koboi000bs,koboi000bs,1,0,1,0,0,0,0,286,276,0.002837
brianrooney213apanya,brianrooney213apanya,1,0,1,0,0,0,0,286,276,0.019313
alex-qo6qblha,alex-qo6qblha,1,0,1,0,0,0,0,286,276,0.002837
brianrooney213mrk,brianrooney213mrk,1,0,1,0,0,0,0,286,276,0.019313
MuhamadAzizPrasetyo,MuhamadAzizPrasetyo,0,3,3,2,0.714286,0.8,0,286,276,0
brianrooney213dia,brianrooney213dia,1,0,1,0,0,0,0,286,276,0.002837
farhanev,farhanev,0,2,2,2,0.666667,0.75,0,286,276,0
nabjiwmokimes9650,nabjiwmokimes9650,0,1,1,2,0.6,0.666667,0,286,276,0
alex-qo6qbserius,alex-qo6qbserius,1,0,1,0,0,0,0,286,276,0.002837
MuhamadAzizPrasetyodimenit,MuhamadAzizPrasetyodimenit,1,0,1,0,0,0,0,286,276,0.002837
brianrooney213bang,brianrooney213bang,1,0,1,0,0,0,0,286,276,0.002837
MuhamadAzizPrasetyoohh..,MuhamadAzizPrasetyoohh..,1,0,1,0,0,0,0,286,276,0.002837
alaqsa2707,alaqsa2707,85,0,85,0,0,0,0,293,276,0.32646
KeellL,KeellL,0,2,2,3,0.5,0.539216,0,293,276,0
IlhamMuhammadNorIlham,IlhamMuhammadNorIlham,1,1,2,1,1,1,0,293,276,0.002837
iqbaldwikurniawan1442,iqbaldwikurniawan1442,0,2,2,1,1,1,0,293,276,0
dedeyusuf223kocak,dedeyusuf223kocak,1,0,1,0,0,0,0,293,276,0.002837
dimassepriadi,dimassepriadi,0,1,1,1,1,1,0,293,276,0
muhammadjamilhamdananggara8396,muhammadjamilhamdananggara8396,0,2,2,1,1,1,0,293,276,0
dedeyusuf223alasannya,dedeyusuf223alasannya,1,0,1,0,0,0,0,293,276,0.002837
fadhCorp,fadhCorp,3,4,7,3,0.527778,0.587719,0.000012,299,276,0.011626
bagus138,bagus138,0,4,4,3,0.578947,0.666667,0,308,276,0
dedeyusuf223elu,dedeyusuf223elu,1,0,1,0,0,0,0,308,276,0.002837
dedeyusuf223makasih,dedeyusuf223makasih,1,0,1,0,0,0,0,293,276,0.002837
muhammadjamilhamdananggara8396buzzer,muhammadjamilhamdananggara8396buzzer,1,0,1,0,0,0,0,293,276,0.03453
adzixandria3271,adzixandria3271,0,5,5,1,1,1,0,293,276,0
dedeyusuf223lu,dedeyusuf223lu,9,0,9,0,0,0,0,293,276,0.025534
fadhCorpSDM,fadhCorpSDM,1,0,1,0,0,0,0,293,276,0.03453
Finger_Bread,Finger_Bread,1,4,5,1,1,1,0,293,276,0.002837
dedeyusuf223ke,dedeyusuf223ke,1,0,1,0,0,0,0,293,276,0.003875
dungdungkanaslebew3699,dungdungkanaslebew3699,0,2,2,3,0.5,0.539216,0,293,276,0
mahmudizukri,mahmudizukri,0,2,2,1,1,1,0,293,276,0
dedeyusuf223lawak,dedeyusuf223lawak,1,0,1,0,0,0,0,293,276,0.002837
rfd08,rfd08,0,2,2,1,1,1,0,293,276,0
dedeyusuf223ini,dedeyusuf223ini,3,0,3,0,0,0,0,293,276,0.00955
didikairlangga1430,didikairlangga1430,0,2,2,1,1,1,0,293,276,0
dedeyusuf223idih,dedeyusuf223idih,1,0,1,0,0,0,0,293,276,0.002837
dedeyusuf223klo,dedeyusuf223klo,1,0,1,0,0,0,0,293,276,0.002837
rikycahya5110,rikycahya5110,0,1,1,1,1,1,0,293,276,0
bagussaputra5565,bagussaputra5565,0,2,2,3,0.5,0.539216,0,293,276,0
mrsimple1b,mrsimple1b,0,2,2,2,0.625,0.7,0,293,276,0
KurosakiIchigo-e5u,KurosakiIchigo-e5u,0,2,2,1,1,1,0,293,276,0
dedeyusuf223lah,dedeyusuf223lah,1,0,1,0,0,0,0,293,276,0.002837
triswardani3838,triswardani3838,0,2,2,1,1,1,0,293,276,0
dedeyusuf223bisa,dedeyusuf223bisa,1,0,1,0,0,0,0,293,276,0.002837
sarahsarah-rb7rl,sarahsarah-rb7rl,0,2,2,1,1,1,0,293,276,0
dedeyusuf223dih,dedeyusuf223dih,1,0,1,0,0,0,0,293,276,0.002837
justnormaljoe,justnormaljoe,0,2,2,1,1,1,0,293,276,0
dedeyusuf223iya,dedeyusuf223iya,1,0,1,0,0,0,0,293,276,0.002837
raildesign8397,raildesign8397,0,1,1,1,1,1,0,293,276,0
zakifaris07,zakifaris07,0,2,2,1,1,1,0,293,276,0
Doctor_Ri-Yan,Doctor_Ri-Yan,0,2,2,3,0.5,0.539216,0,293,276,0
whyaji674,whyaji674,0,6,6,1,1,1,0,308,276,0
dedeyusuf223awas,dedeyusuf223awas,2,0,2,0,0,0,0,308,276,0.005674
denisetiawan1432,denisetiawan1432,0,2,2,1,1,1,0,293,276,0
dedeyusuf223nahh,dedeyusuf223nahh,2,0,2,0,0,0,0,293,276,0.006713
ucok_merdet,ucok_merdet,2,3,5,1,1,1,0,299,276,0.005674
rianfirmansyahkuswanto3114,rianfirmansyahkuswanto3114,0,2,2,1,1,1,0,293,276,0
Imbabator,Imbabator,0,2,2,1,1,1,0,293,276,0
randomxyz1160,randomxyz1160,0,3,3,1,1,1,0,293,276,0
dedeyusuf223INI,dedeyusuf223INI,1,0,1,0,0,0,0,293,276,0.002837
triswardani3838buzzer,triswardani3838buzzer,1,0,1,0,0,0,0,293,276,0.03453
Hendi688kayanya,Hendi688kayanya,1,0,1,0,0,0,0,293,276,0.03453
gerraldddajaah,gerraldddajaah,0,2,2,1,1,1,0,293,276,0
hexa2601,hexa2601,0,2,2,1,1,1,0,293,276,0
ucil0197,ucil0197,0,2,2,1,1,1,0,293,276,0
TrioKriwul,TrioKriwul,0,2,2,1,1,1,0,293,276,0
dedeyusuf223kl,dedeyusuf223kl,1,0,1,0,0,0,0,293,276,0.002837
ahmadjafar4961,ahmadjafar4961,1,4,5,1,1,1,0,150,276,0.002837
dedeyusuf223Pendukung,dedeyusuf223Pendukung,1,0,1,0,0,0,0,150,276,0.003875
Andrian2-5,Andrian2-5,0,4,4,1,1,1,0,293,276,0
dedeyusuf223anjir,dedeyusuf223anjir,1,0,1,0,0,0,0,293,276,0.002837
wahyukasogi,wahyukasogi,0,2,2,1,1,1,0,293,276,0
dedeyusuf223langsung,dedeyusuf223langsung,1,0,1,0,0,0,0,293,276,0.002837
elrikzamchannel7846,elrikzamchannel7846,0,2,2,1,1,1,0,293,276,0
dedeyusuf223elo,dedeyusuf223elo,1,0,1,0,0,0,0,293,276,0.002837
dedeyusuf223Cle,dedeyusuf223Cle,1,0,1,0,0,0,0,233,276,0.002837
dedeyusuf223buzzer,dedeyusuf223buzzer,4,0,4,0,0,0,0,293,276,0.019407
zaklupatidur,zaklupatidur,0,2,2,1,1,1,0,293,276,0
dedeyusuf223goblok,dedeyusuf223goblok,1,0,1,0,0,0,0,293,276,0.002837
KidsBumi,KidsBumi,0,2,2,3,0.5,0.539216,0,293,276,0
fianf4229,fianf4229,0,2,2,1,1,1,0,293,276,0
dedykusuma5046,dedykusuma5046,0,2,2,3,0.5,0.539216,0,293,276,0
Gorgonwalker,Gorgonwalker,0,5,5,5,0.312,0.391453,0,293,276,0
dedeyusuf223akun,dedeyusuf223akun,2,0,2,0,0,0,0,293,276,0.005674
DuniaPalsu24,DuniaPalsu24,0,2,2,1,1,1,0,308,276,0
RN_RMX,RN_RMX,0,2,2,1,1,1,0,293,276,0
dedeyusuf223kebanyakan,dedeyusuf223kebanyakan,1,0,1,0,0,0,0,293,276,0.002837
aiirawrr,aiirawrr,0,5,5,3,0.542857,0.614035,0,293,276,0
dedeyusuf223baru,dedeyusuf223baru,1,0,1,0,0,0,0,279,276,0.002837
ranumspensa1829,ranumspensa1829,0,2,2,1,1,1,0,293,276,0
dedeyusuf223woe,dedeyusuf223woe,1,0,1,0,0,0,0,293,276,0.002837
levantphoenix,levantphoenix,0,2,2,1,1,1,0,293,276,0
dedeyusuf223ragebait,dedeyusuf223ragebait,1,0,1,0,0,0,0,293,276,0.002837
alzynew,alzynew,0,2,2,1,1,1,0,293,276,0
dedeyusuf223bukti,dedeyusuf223bukti,1,0,1,0,0,0,0,293,276,0.002837
feiizho9257,feiizho9257,0,2,2,3,0.5,0.539216,0,293,276,0
BenZI.maBoy_107,BenZI.maBoy_107,0,3,3,1,1,1,0,293,276,0
dedeyusuf223Elu,dedeyusuf223Elu,1,0,1,0,0,0,0,293,276,0.002837
Finger_BreadBennix,Finger_BreadBennix,1,0,1,0,0,0,0,293,276,0.002837
yebastudio9753,yebastudio9753,0,2,2,1,1,1,0,293,276,0
faischanel6718,faischanel6718,0,2,2,1,1,1,0,293,276,0
dedeyusuf223betul,dedeyusuf223betul,1,0,1,0,0,0,0,293,276,0.00659
xydry868,xydry868,0,2,2,1,1,1,0,293,276,0
dedeyusuf223ciahhh,dedeyusuf223ciahhh,1,0,1,0,0,0,0,293,276,0.002837
seve7nin9e31,seve7nin9e31,0,2,2,3,0.5,0.539216,0,293,276,0
frgblst11,frgblst11,0,2,2,3,0.5,0.539216,0,293,276,0
mcpa1906,mcpa1906,0,4,4,2,0.7,0.785714,0,293,276,0
uyhaiyhax,uyhaiyhax,0,1,1,1,1,1,0,293,276,0
revi.a,revi.a,0,1,1,1,1,1,0,293,276,0
Orangsabar-s8x,Orangsabar-s8x,0,1,1,1,1,1,0,293,276,0
MichaelRodney-l6hTau,MichaelRodney-l6hTau,1,0,1,0,0,0,0,293,276,0.002837
dedeyusuf223bapak,dedeyusuf223bapak,1,0,1,0,0,0,0,299,276,0.007781
RanggaHari-h5b,RanggaHari-h5b,0,4,4,1,1,1,0,308,276,0
dedeyusuf223halo,dedeyusuf223halo,1,0,1,0,0,0,0,308,276,0.002837
ScoutMaster-p4ntolol,ScoutMaster-p4ntolol,1,0,1,0,0,0,0,293,276,0.002837
UdinSitorus-od7ws,UdinSitorus-od7ws,0,2,2,1,1,1,0,293,276,0
ScoutMaster-p4nini,ScoutMaster-p4nini,1,0,1,0,0,0,0,293,276,0.002837
arkhaslan2786,arkhaslan2786,0,1,1,1,1,1,0,293,276,0
FitriFit-q2y,FitriFit-q2y,0,1,1,1,1,1,0,293,276,0
itjustis7,itjustis7,0,1,1,1,1,1,0,292,270,0
educlipp,educlipp,2,0,2,0,0,0,0,292,270,0.005674
Ynot578,Ynot578,0,1,1,1,1,1,0,292,270,0
SundoroSun,SundoroSun,0,2,2,1,1,1,0,293,276,0
voldakszfury8904,voldakszfury8904,32,0,32,0,0,0,0,293,276,0.128462
aryasukma9984,aryasukma9984,0,1,1,1,1,1,0,293,276,0
EhsanTress,EhsanTress,0,2,2,3,0.5,0.539216,0,293,276,0
Netan_Luxion,Netan_Luxion,0,3,3,3,0.512195,0.555556,0,293,276,0
AbdelHaq-m4w,AbdelHaq-m4w,0,4,4,1,1,1,0,308,276,0
dedeyusuf223nyepam,dedeyusuf223nyepam,1,0,1,0,0,0,0,308,276,0.002837
EhsanTresscuma,EhsanTresscuma,1,0,1,0,0,0,0,293,276,0.03453
RumahFakta,RumahFakta,0,1,1,1,1,1,0,293,276,0
coid606,coid606,0,2,2,3,0.5,0.539216,0,293,276,0
sajiwasaja,sajiwasaja,0,2,2,3,0.5,0.539216,0,293,276,0
michiajadeh,michiajadeh,0,3,3,1,1,1,0,293,276,0
aimarginola5994,aimarginola5994,1,8,9,1,1,1,0.000016,293,276,0.025957
michiajadehini,michiajadehini,1,0,1,0,0,0,0,293,276,0.002837
budianto5730,budianto5730,0,1,1,1,1,1,0,293,276,0
adijaya129,adijaya129,0,3,3,1,1,1,0,293,276,0
sajiwasajaIni,sajiwasajaIni,1,0,1,0,0,0,0,293,276,0.002837
randyhariady,randyhariady,0,1,1,1,1,1,0,293,276,0
liam-w9k1zbetul,liam-w9k1zbetul,1,0,1,0,0,0,0,293,276,0.002837
kumalanimbus6995,kumalanimbus6995,0,2,2,3,0.5,0.539216,0,293,276,0
KrakatauSteel-ud9ng,KrakatauSteel-ud9ng,0,2,2,1,1,1,0,293,276,0
dedeyusuf223jangan,dedeyusuf223jangan,1,0,1,0,0,0,0,293,276,0.002837
dedeyusuf223masyarakat,dedeyusuf223masyarakat,1,0,1,0,0,0,0,72,276,0.002837
seetommyjr,seetommyjr,0,2,2,1,1,1,0,293,276,0
kumalanimbus6995wkwk,kumalanimbus6995wkwk,1,0,1,0,0,0,0,293,276,0.002837
AbdulGani-e5l,AbdulGani-e5l,0,1,1,1,1,1,0,293,276,0
dedeyusuf223kau,dedeyusuf223kau,1,0,1,0,0,0,0,293,276,0.002837
SennaIqoo,SennaIqoo,0,2,2,1,1,1,0,293,276,0
randyhariadyitu,randyhariadyitu,1,0,1,0,0,0,0,293,276,0.002837
5he19,5he19,0,1,1,1,1,1,0,293,276,0
aihub6639,aihub6639,0,4,4,3,0.509804,0.557692,0,308,276,0
macan-z1u,macan-z1u,0,1,1,1,1,1,0,293,276,0
shutup1037,shutup1037,0,1,1,1,1,1,0,294,271,0
JURandomVlog,JURandomVlog,2,0,2,0,0,0,0,294,271,0.005674
ulfifitroh,ulfifitroh,0,1,1,1,1,1,0,294,271,0
disorderbip,disorderbip,1,1,2,0,0,0,0,295,272,0.004088
irfanhaffidh5166,irfanhaffidh5166,1,1,2,1,1,1,0,296,273,0.005608
TheVision_77,TheVision_77,2,2,4,1,1,1,0,296,273,0.009938
OokamiSho,OokamiSho,0,1,1,1,1,1,0,297,274,0
NaAnak652,NaAnak652,2,0,2,0,0,0,0,297,274,0.005674
moulidi968,moulidi968,0,1,1,1,1,1,0,297,274,0
bnnysmile,bnnysmile,1,1,2,0,0,0,0,298,275,0.004088
Hybi_Ram,Hybi_Ram,0,3,3,1,1,1,0,286,276,0
putri.i2477,putri.i2477,11,0,11,0,0,0,0,286,276,0.03693
ManGa703,ManGa703,0,2,2,1,1,1,0,286,276,0
Hybi_Rambukn,Hybi_Rambukn,1,0,1,0,0,0,0,286,276,0.002837
fegito9206,fegito9206,0,2,2,1,1,1,0,286,276,0
Hybi_Ramtunjangan,Hybi_Ramtunjangan,1,0,1,0,0,0,0,286,276,0.002837
Hybi_Ramtp,Hybi_Ramtp,1,0,1,0,0,0,0,286,276,0.007521
santosstark9145,santosstark9145,0,1,1,1,1,1,0,286,276,0
maulanaishak7437,maulanaishak7437,0,2,2,6,0.289474,0.371212,0,286,276,0
DoorPathwayEnjoyer,DoorPathwayEnjoyer,0,1,1,1,1,1,0,286,276,0
maulanaishak7437kynya,maulanaishak7437kynya,1,0,1,0,0,0,0,286,276,0.007521
whinnciya,whinnciya,1,0,1,0,0,0,0,286,276,0.002837
whinncTidak,whinncTidak,1,0,1,0,0,0,0,286,276,0.002837
itsmeehhh5535,itsmeehhh5535,0,2,2,1,1,1,0,286,276,0
santosstark9145berarti,santosstark9145berarti,1,0,1,0,0,0,0,286,276,0.002837
RetnoWulandari-l9gmayanlah,RetnoWulandari-l9gmayanlah,1,0,1,0,0,0,0,286,276,0.007521
user-vb9ul6cj9x,user-vb9ul6cj9x,4,1,5,1,1,1,0,312,276,0.012387
